"DATE","Year","Month","Day","Tmin","Tmax","Prec","ssp","gcm","scenario_year","yday","season","id"
"2000-12-19 12:00:00",2000,12,19,1.86,3.58,16.49,"ssp126","ACCESS-CM2","2075",354,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-20 12:00:00",2000,12,20,2.35,3.46,2.08,"ssp126","ACCESS-CM2","2075",355,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-21 12:00:00",2000,12,21,5.26,7.38,1.6,"ssp126","ACCESS-CM2","2075",356,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-22 12:00:00",2000,12,22,0.91,6.93,2.59,"ssp126","ACCESS-CM2","2075",357,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-23 12:00:00",2000,12,23,-2.33,4.27,1.32,"ssp126","ACCESS-CM2","2075",358,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-24 12:00:00",2000,12,24,0.76,6.17,0,"ssp126","ACCESS-CM2","2075",359,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-25 12:00:00",2000,12,25,-1.07,2.28,0,"ssp126","ACCESS-CM2","2075",360,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-26 12:00:00",2000,12,26,-3.01,3.43,0.55,"ssp126","ACCESS-CM2","2075",361,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-27 12:00:00",2000,12,27,3.85,6.69,3.26,"ssp126","ACCESS-CM2","2075",362,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-28 12:00:00",2000,12,28,5.61,8.05,3.54,"ssp126","ACCESS-CM2","2075",363,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-29 12:00:00",2000,12,29,3.52,6.77,5.36,"ssp126","ACCESS-CM2","2075",364,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-30 12:00:00",2000,12,30,1.87,8.22,2.52,"ssp126","ACCESS-CM2","2075",365,2001,"ssp126--ACCESS-CM2--2075"
"2000-12-31 12:00:00",2000,12,31,3.35,6.7,9.44,"ssp126","ACCESS-CM2","2075",366,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-01 12:00:00",2001,1,1,0.5,7.08,2.43,"ssp126","ACCESS-CM2","2075",1,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-02 12:00:00",2001,1,2,0.92,6.38,1.05,"ssp126","ACCESS-CM2","2075",2,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-03 12:00:00",2001,1,3,2.84,6.95,0,"ssp126","ACCESS-CM2","2075",3,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-04 12:00:00",2001,1,4,4.19,14.21,4.25,"ssp126","ACCESS-CM2","2075",4,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-05 12:00:00",2001,1,5,8.83,19.45,3.37,"ssp126","ACCESS-CM2","2075",5,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-06 12:00:00",2001,1,6,6.82,11.43,2.63,"ssp126","ACCESS-CM2","2075",6,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-07 12:00:00",2001,1,7,6.36,9.35,0.65,"ssp126","ACCESS-CM2","2075",7,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-08 12:00:00",2001,1,8,7.67,9.95,0,"ssp126","ACCESS-CM2","2075",8,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-09 12:00:00",2001,1,9,2.96,6.05,0,"ssp126","ACCESS-CM2","2075",9,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-10 12:00:00",2001,1,10,-0.6,8.71,1.19,"ssp126","ACCESS-CM2","2075",10,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-11 12:00:00",2001,1,11,-5.33,5.2,0,"ssp126","ACCESS-CM2","2075",11,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-12 12:00:00",2001,1,12,-0.28,8.44,0.12,"ssp126","ACCESS-CM2","2075",12,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-13 12:00:00",2001,1,13,0.44,6.32,0.65,"ssp126","ACCESS-CM2","2075",13,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-14 12:00:00",2001,1,14,1.26,5.92,0,"ssp126","ACCESS-CM2","2075",14,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-15 12:00:00",2001,1,15,2.88,5.28,5.48,"ssp126","ACCESS-CM2","2075",15,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-16 12:00:00",2001,1,16,-2.66,2.01,2.99,"ssp126","ACCESS-CM2","2075",16,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-17 12:00:00",2001,1,17,1.9,3.92,6.55,"ssp126","ACCESS-CM2","2075",17,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-18 12:00:00",2001,1,18,-2.1,-0.82,0,"ssp126","ACCESS-CM2","2075",18,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-19 12:00:00",2001,1,19,-3.49,1.66,2.57,"ssp126","ACCESS-CM2","2075",19,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-20 12:00:00",2001,1,20,-7.06,0.18,2.52,"ssp126","ACCESS-CM2","2075",20,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-21 12:00:00",2001,1,21,-10.24,-3.33,0,"ssp126","ACCESS-CM2","2075",21,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-22 12:00:00",2001,1,22,-14.34,-5.78,0,"ssp126","ACCESS-CM2","2075",22,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-23 12:00:00",2001,1,23,-12.73,0.49,0.11,"ssp126","ACCESS-CM2","2075",23,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-24 12:00:00",2001,1,24,-18.26,-3.14,5.86,"ssp126","ACCESS-CM2","2075",24,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-25 12:00:00",2001,1,25,-8.44,4.5,7.63,"ssp126","ACCESS-CM2","2075",25,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-26 12:00:00",2001,1,26,-7.03,5.63,2.02,"ssp126","ACCESS-CM2","2075",26,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-27 12:00:00",2001,1,27,3.94,9.05,2.27,"ssp126","ACCESS-CM2","2075",27,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-28 12:00:00",2001,1,28,-1.33,8.88,0.65,"ssp126","ACCESS-CM2","2075",28,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-29 12:00:00",2001,1,29,1.76,8.65,1.83,"ssp126","ACCESS-CM2","2075",29,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-30 12:00:00",2001,1,30,5.5,8.61,0,"ssp126","ACCESS-CM2","2075",30,2001,"ssp126--ACCESS-CM2--2075"
"2001-01-31 12:00:00",2001,1,31,6.51,10.64,2.86,"ssp126","ACCESS-CM2","2075",31,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-01 12:00:00",2001,2,1,2.02,6.27,0,"ssp126","ACCESS-CM2","2075",32,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-02 12:00:00",2001,2,2,4.48,7.35,4.22,"ssp126","ACCESS-CM2","2075",33,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-03 12:00:00",2001,2,3,2.34,8.15,0,"ssp126","ACCESS-CM2","2075",34,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-04 12:00:00",2001,2,4,1.25,9.94,3.48,"ssp126","ACCESS-CM2","2075",35,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-05 12:00:00",2001,2,5,1.46,12.56,1.18,"ssp126","ACCESS-CM2","2075",36,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-06 12:00:00",2001,2,6,0.51,9.81,0,"ssp126","ACCESS-CM2","2075",37,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-07 12:00:00",2001,2,7,-4.27,15.32,0,"ssp126","ACCESS-CM2","2075",38,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-08 12:00:00",2001,2,8,6.34,16.34,5.87,"ssp126","ACCESS-CM2","2075",39,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-09 12:00:00",2001,2,9,5.01,15.78,14.97,"ssp126","ACCESS-CM2","2075",40,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-10 12:00:00",2001,2,10,4.32,18.62,1.12,"ssp126","ACCESS-CM2","2075",41,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-11 12:00:00",2001,2,11,7.24,15.81,0,"ssp126","ACCESS-CM2","2075",42,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-12 12:00:00",2001,2,12,8.38,14.4,0,"ssp126","ACCESS-CM2","2075",43,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-13 12:00:00",2001,2,13,6.69,11.5,2.03,"ssp126","ACCESS-CM2","2075",44,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-14 12:00:00",2001,2,14,8.36,16.72,4.21,"ssp126","ACCESS-CM2","2075",45,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-15 12:00:00",2001,2,15,4.07,15.13,0,"ssp126","ACCESS-CM2","2075",46,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-16 12:00:00",2001,2,16,2.2,11.66,0.43,"ssp126","ACCESS-CM2","2075",47,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-17 12:00:00",2001,2,17,5.93,15.73,0,"ssp126","ACCESS-CM2","2075",48,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-18 12:00:00",2001,2,18,8.63,17.76,0,"ssp126","ACCESS-CM2","2075",49,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-19 12:00:00",2001,2,19,9.77,16.6,1.69,"ssp126","ACCESS-CM2","2075",50,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-20 12:00:00",2001,2,20,9.89,18.82,18.81,"ssp126","ACCESS-CM2","2075",51,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-21 12:00:00",2001,2,21,6.04,17.53,5.02,"ssp126","ACCESS-CM2","2075",52,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-22 12:00:00",2001,2,22,2.78,12.23,0,"ssp126","ACCESS-CM2","2075",53,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-23 12:00:00",2001,2,23,5.99,14.93,0,"ssp126","ACCESS-CM2","2075",54,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-24 12:00:00",2001,2,24,5.47,14.29,5.17,"ssp126","ACCESS-CM2","2075",55,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-25 12:00:00",2001,2,25,4.23,17.47,4.15,"ssp126","ACCESS-CM2","2075",56,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-26 12:00:00",2001,2,26,6.35,13.77,4.82,"ssp126","ACCESS-CM2","2075",57,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-27 12:00:00",2001,2,27,9.1,11.66,1.92,"ssp126","ACCESS-CM2","2075",58,2001,"ssp126--ACCESS-CM2--2075"
"2001-02-28 12:00:00",2001,2,28,2.09,11.02,0,"ssp126","ACCESS-CM2","2075",59,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-01 12:00:00",2001,3,1,2.32,8.76,0,"ssp126","ACCESS-CM2","2075",60,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-02 12:00:00",2001,3,2,3.78,10.07,5.02,"ssp126","ACCESS-CM2","2075",61,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-03 12:00:00",2001,3,3,-2.56,10.17,0,"ssp126","ACCESS-CM2","2075",62,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-04 12:00:00",2001,3,4,0.53,5.76,5.07,"ssp126","ACCESS-CM2","2075",63,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-05 12:00:00",2001,3,5,-4.25,7.12,13.61,"ssp126","ACCESS-CM2","2075",64,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-06 12:00:00",2001,3,6,-3.6,5.49,6.07,"ssp126","ACCESS-CM2","2075",65,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-07 12:00:00",2001,3,7,2.74,5.63,0,"ssp126","ACCESS-CM2","2075",66,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-08 12:00:00",2001,3,8,5.51,10.09,0,"ssp126","ACCESS-CM2","2075",67,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-09 12:00:00",2001,3,9,0.6,8.8,0.24,"ssp126","ACCESS-CM2","2075",68,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-10 12:00:00",2001,3,10,3.7,10.33,0,"ssp126","ACCESS-CM2","2075",69,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-11 12:00:00",2001,3,11,0.68,9.22,0,"ssp126","ACCESS-CM2","2075",70,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-12 12:00:00",2001,3,12,1.89,9.71,0,"ssp126","ACCESS-CM2","2075",71,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-13 12:00:00",2001,3,13,1.31,12.79,10.2,"ssp126","ACCESS-CM2","2075",72,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-14 12:00:00",2001,3,14,3.76,9.11,6.89,"ssp126","ACCESS-CM2","2075",73,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-15 12:00:00",2001,3,15,3.12,13.2,1.29,"ssp126","ACCESS-CM2","2075",74,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-16 12:00:00",2001,3,16,8,13.36,8.05,"ssp126","ACCESS-CM2","2075",75,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-17 12:00:00",2001,3,17,5.88,10.46,12,"ssp126","ACCESS-CM2","2075",76,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-18 12:00:00",2001,3,18,4.03,9.27,7.36,"ssp126","ACCESS-CM2","2075",77,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-19 12:00:00",2001,3,19,-1.98,12.92,0,"ssp126","ACCESS-CM2","2075",78,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-20 12:00:00",2001,3,20,-0.95,11.86,0,"ssp126","ACCESS-CM2","2075",79,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-21 12:00:00",2001,3,21,1.32,10.25,3.81,"ssp126","ACCESS-CM2","2075",80,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-22 12:00:00",2001,3,22,1.98,13.35,1.29,"ssp126","ACCESS-CM2","2075",81,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-23 12:00:00",2001,3,23,6.66,15.46,2.01,"ssp126","ACCESS-CM2","2075",82,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-24 12:00:00",2001,3,24,4.77,17.42,0,"ssp126","ACCESS-CM2","2075",83,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-25 12:00:00",2001,3,25,2.87,14.41,0,"ssp126","ACCESS-CM2","2075",84,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-26 12:00:00",2001,3,26,7.46,16.14,0,"ssp126","ACCESS-CM2","2075",85,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-27 12:00:00",2001,3,27,5.95,12.15,0.48,"ssp126","ACCESS-CM2","2075",86,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-28 12:00:00",2001,3,28,-0.87,18.21,0,"ssp126","ACCESS-CM2","2075",87,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-29 12:00:00",2001,3,29,-0.22,13.53,0,"ssp126","ACCESS-CM2","2075",88,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-30 12:00:00",2001,3,30,-3.34,17.47,0.36,"ssp126","ACCESS-CM2","2075",89,2001,"ssp126--ACCESS-CM2--2075"
"2001-03-31 12:00:00",2001,3,31,-2.92,19.16,0.24,"ssp126","ACCESS-CM2","2075",90,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-01 12:00:00",2001,4,1,-0.57,21.27,0,"ssp126","ACCESS-CM2","2075",91,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-02 12:00:00",2001,4,2,6.87,19.2,13.06,"ssp126","ACCESS-CM2","2075",92,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-03 12:00:00",2001,4,3,4.66,20.44,0.51,"ssp126","ACCESS-CM2","2075",93,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-04 12:00:00",2001,4,4,5.94,20.39,0.7,"ssp126","ACCESS-CM2","2075",94,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-05 12:00:00",2001,4,5,5.94,14.21,4.36,"ssp126","ACCESS-CM2","2075",95,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-06 12:00:00",2001,4,6,5.43,14.37,5.15,"ssp126","ACCESS-CM2","2075",96,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-07 12:00:00",2001,4,7,8.07,11.21,0,"ssp126","ACCESS-CM2","2075",97,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-08 12:00:00",2001,4,8,5.67,11.66,0,"ssp126","ACCESS-CM2","2075",98,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-09 12:00:00",2001,4,9,3.09,9.38,4.78,"ssp126","ACCESS-CM2","2075",99,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-10 12:00:00",2001,4,10,-0.23,13.51,5.7,"ssp126","ACCESS-CM2","2075",100,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-11 12:00:00",2001,4,11,0.43,13.28,1.71,"ssp126","ACCESS-CM2","2075",101,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-12 12:00:00",2001,4,12,5.8,10.34,0,"ssp126","ACCESS-CM2","2075",102,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-13 12:00:00",2001,4,13,5.78,13.24,0.25,"ssp126","ACCESS-CM2","2075",103,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-14 12:00:00",2001,4,14,3.75,12.72,0,"ssp126","ACCESS-CM2","2075",104,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-15 12:00:00",2001,4,15,-3.32,15.09,1.83,"ssp126","ACCESS-CM2","2075",105,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-16 12:00:00",2001,4,16,-1.22,13.34,2.17,"ssp126","ACCESS-CM2","2075",106,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-17 12:00:00",2001,4,17,3.24,14.61,0,"ssp126","ACCESS-CM2","2075",107,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-18 12:00:00",2001,4,18,5.45,24.52,0.23,"ssp126","ACCESS-CM2","2075",108,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-19 12:00:00",2001,4,19,11.04,28.98,1.26,"ssp126","ACCESS-CM2","2075",109,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-20 12:00:00",2001,4,20,13.91,27.55,14.53,"ssp126","ACCESS-CM2","2075",110,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-21 12:00:00",2001,4,21,17.28,28.51,0,"ssp126","ACCESS-CM2","2075",111,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-22 12:00:00",2001,4,22,14.09,23.29,0.45,"ssp126","ACCESS-CM2","2075",112,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-23 12:00:00",2001,4,23,9.44,15.52,7.09,"ssp126","ACCESS-CM2","2075",113,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-24 12:00:00",2001,4,24,9.78,14.05,5.77,"ssp126","ACCESS-CM2","2075",114,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-25 12:00:00",2001,4,25,10.52,17.35,0,"ssp126","ACCESS-CM2","2075",115,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-26 12:00:00",2001,4,26,6.62,17.38,0,"ssp126","ACCESS-CM2","2075",116,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-27 12:00:00",2001,4,27,6.25,13.49,0.34,"ssp126","ACCESS-CM2","2075",117,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-28 12:00:00",2001,4,28,0.43,17.95,0,"ssp126","ACCESS-CM2","2075",118,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-29 12:00:00",2001,4,29,3.15,21.71,0,"ssp126","ACCESS-CM2","2075",119,2001,"ssp126--ACCESS-CM2--2075"
"2001-04-30 12:00:00",2001,4,30,5.7,17.71,0.51,"ssp126","ACCESS-CM2","2075",120,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-01 12:00:00",2001,5,1,6.56,16.7,0,"ssp126","ACCESS-CM2","2075",121,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-02 12:00:00",2001,5,2,12.24,20.09,0,"ssp126","ACCESS-CM2","2075",122,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-03 12:00:00",2001,5,3,8.66,17.61,1.21,"ssp126","ACCESS-CM2","2075",123,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-04 12:00:00",2001,5,4,11.79,21.04,6.03,"ssp126","ACCESS-CM2","2075",124,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-05 12:00:00",2001,5,5,8.72,19.21,3.82,"ssp126","ACCESS-CM2","2075",125,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-06 12:00:00",2001,5,6,7.76,24.2,2.02,"ssp126","ACCESS-CM2","2075",126,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-07 12:00:00",2001,5,7,5.3,23.1,0.81,"ssp126","ACCESS-CM2","2075",127,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-08 12:00:00",2001,5,8,6.39,21.62,30.37,"ssp126","ACCESS-CM2","2075",128,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-09 12:00:00",2001,5,9,9.65,24.87,0,"ssp126","ACCESS-CM2","2075",129,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-10 12:00:00",2001,5,10,12.24,27.07,2.19,"ssp126","ACCESS-CM2","2075",130,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-11 12:00:00",2001,5,11,10.27,18.67,3.25,"ssp126","ACCESS-CM2","2075",131,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-12 12:00:00",2001,5,12,10.95,22.24,0,"ssp126","ACCESS-CM2","2075",132,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-13 12:00:00",2001,5,13,9.99,17.71,7.53,"ssp126","ACCESS-CM2","2075",133,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-14 12:00:00",2001,5,14,10.98,20.03,10.14,"ssp126","ACCESS-CM2","2075",134,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-15 12:00:00",2001,5,15,9.13,18.46,24.97,"ssp126","ACCESS-CM2","2075",135,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-16 12:00:00",2001,5,16,8.19,24.96,0,"ssp126","ACCESS-CM2","2075",136,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-17 12:00:00",2001,5,17,5.35,25.24,0,"ssp126","ACCESS-CM2","2075",137,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-18 12:00:00",2001,5,18,9.77,27.53,0,"ssp126","ACCESS-CM2","2075",138,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-19 12:00:00",2001,5,19,13.38,19.14,1.75,"ssp126","ACCESS-CM2","2075",139,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-20 12:00:00",2001,5,20,14.29,19.33,0,"ssp126","ACCESS-CM2","2075",140,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-21 12:00:00",2001,5,21,11.06,17.74,0,"ssp126","ACCESS-CM2","2075",141,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-22 12:00:00",2001,5,22,8.5,25.57,1.91,"ssp126","ACCESS-CM2","2075",142,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-23 12:00:00",2001,5,23,14.39,23.3,0,"ssp126","ACCESS-CM2","2075",143,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-24 12:00:00",2001,5,24,17.17,20.89,0,"ssp126","ACCESS-CM2","2075",144,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-25 12:00:00",2001,5,25,13.92,21.73,0,"ssp126","ACCESS-CM2","2075",145,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-26 12:00:00",2001,5,26,17.18,27.38,6.37,"ssp126","ACCESS-CM2","2075",146,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-27 12:00:00",2001,5,27,12.81,20.82,8.23,"ssp126","ACCESS-CM2","2075",147,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-28 12:00:00",2001,5,28,14.06,17.86,18.58,"ssp126","ACCESS-CM2","2075",148,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-29 12:00:00",2001,5,29,11.97,16.1,6.71,"ssp126","ACCESS-CM2","2075",149,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-30 12:00:00",2001,5,30,9.82,21.45,2.57,"ssp126","ACCESS-CM2","2075",150,2001,"ssp126--ACCESS-CM2--2075"
"2001-05-31 12:00:00",2001,5,31,8.29,24.22,4.21,"ssp126","ACCESS-CM2","2075",151,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-01 12:00:00",2001,6,1,12.18,21.23,8.42,"ssp126","ACCESS-CM2","2075",152,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-02 12:00:00",2001,6,2,7.46,21.29,1.91,"ssp126","ACCESS-CM2","2075",153,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-03 12:00:00",2001,6,3,8.6,20.28,6.32,"ssp126","ACCESS-CM2","2075",154,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-04 12:00:00",2001,6,4,8.4,16.74,28.77,"ssp126","ACCESS-CM2","2075",155,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-05 12:00:00",2001,6,5,8.16,19.98,31.33,"ssp126","ACCESS-CM2","2075",156,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-06 12:00:00",2001,6,6,7.89,21.27,0,"ssp126","ACCESS-CM2","2075",157,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-07 12:00:00",2001,6,7,8.58,18.49,0,"ssp126","ACCESS-CM2","2075",158,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-08 12:00:00",2001,6,8,9.55,17.88,5.56,"ssp126","ACCESS-CM2","2075",159,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-09 12:00:00",2001,6,9,9.78,17.38,2.48,"ssp126","ACCESS-CM2","2075",160,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-10 12:00:00",2001,6,10,11.23,18.43,0,"ssp126","ACCESS-CM2","2075",161,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-11 12:00:00",2001,6,11,13.65,20.89,0,"ssp126","ACCESS-CM2","2075",162,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-12 12:00:00",2001,6,12,11.95,23.74,0.41,"ssp126","ACCESS-CM2","2075",163,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-13 12:00:00",2001,6,13,10.44,26,3.83,"ssp126","ACCESS-CM2","2075",164,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-14 12:00:00",2001,6,14,10.63,25.82,0,"ssp126","ACCESS-CM2","2075",165,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-15 12:00:00",2001,6,15,15.75,28.37,0,"ssp126","ACCESS-CM2","2075",166,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-16 12:00:00",2001,6,16,14.41,28.03,0,"ssp126","ACCESS-CM2","2075",167,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-17 12:00:00",2001,6,17,15.64,30.42,10.3,"ssp126","ACCESS-CM2","2075",168,2001,"ssp126--ACCESS-CM2--2075"
"2001-06-18 12:00:00",2001,6,18,20.09,29.28,0,"ssp126","ACCESS-CM2","2075",169,2001,"ssp126--ACCESS-CM2--2075"
